Technischer Schlüssel,Schlüssel,Objektnummer,Bezirk,Ortsteil,Art der Grünanlage,Name des Spielplatzes,Namenszusatz des Spielplatzes,Baujahr,letztes Sanierungsjahr,Größe in m² (Kataster),Widmung,Nummer des Planungsraumes,Name des Planungsraumes,Nettospielfläche in m²
00008100_000e3999,00008100:000e3999,102092,Steglitz-Zehlendorf,Steglitz,Spielplatz,Lauenburger Platz SP,Kniephofstraße 47,-,-,3119.00,gewidmet,06100209,Feuerbachstraße,2579.83
00008100_000e3bb8,00008100:000e3bb8,102172,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Schilfluch- / Moorgraben SP,am Teltowkanal,-,-,1847.00,gewidmet,06200420,Lichterfelde Süd,1550.48
00008100_000e3c48,00008100:000e3c48,102056,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Ahlener Weg SP -2/2,-,-,-,888.00,gewidmet,06200420,Lichterfelde Süd,888.15
00008100_000e38ae,00008100:000e38ae,100949,Steglitz-Zehlendorf,Dahlem,Spielplatz,Kaiser-Wilhelm-Platz SP,-,-,-,64.00,gewidmet,06400844,Dahlem,63.66
00008100_000e39a1,00008100:000e39a1,101668,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Eduard-Spranger-Promenade SP -1/2,-,-,-,1024.00,gewidmet,06200421,Königsberger Straße,877.56
00008100_000e388c,00008100:000e388c,101364,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Werner-Sylten-Weg SP,-,-,2010,21731.00,gewidmet,06300528,Teltower Damm,17092.99
00008100_000e3c8f,00008100:000e3c8f,101990,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Johann-Baptist-Gradl-Grünanlage SP -3/4,Scheelestraße,-,-,909.00,gewidmet,06200423,Schütte-Lanz-Straße,702.02
00008100_000e3c2a,00008100:000e3c2a,102042,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Pappritz- / Wichurastraße SP -3/4,Lüdeckestraße,-,-,2849.00,gewidmet,06200316,Belßstraße,1814.38
00008100_000e3c58,00008100:000e3c58,101690,Steglitz-Zehlendorf,Steglitz,Spielplatz,Bäkepark SP -3/3,"Dalandweg, Klingsorstraße 93d",-,-,3255.00,gewidmet,06100206,Stadtpark,2858.36
00008100_0011dfbf,00008100:0011dfbf,41540,Spandau,Spandau,Spielplatz,Kolk (KKS),-,-,-,603.00,gewidmet,05100316,Carl-Schurz-Straße,603.00
00008100_000e3998,00008100:000e3998,102105,Steglitz-Zehlendorf,Steglitz,Spielplatz,Elisabeth-Bergner-Park SP,Schildhornstraße,-,-,1500.00,gewidmet,06100103,Markelstraße,746.22
00008100_0011de88,00008100:0011de88,61062,Spandau,Hakenfelde,Spielplatz,Maselakepark (KS),verlängerter Hohenzollernring,2009,2021,1150.00,gewidmet,05100104,Maselake,450.00
00008100_0011de5c,00008100:0011de5c,34568,Spandau,Spandau,Spielplatz,Münsinger Park (BS),Basketball+BMX- Fahrradfeld,-,2011,563.00,gewidmet,05100316,Carl-Schurz-Straße,563.00
00008100_0011e1b4,00008100:0011e1b4,00003,Spandau,Hakenfelde,Spielplatz,Waldpark Hakenfelde (KS),-,2008,2019,2119.00,gewidmet,05100101,Hakenfelde Nord,2119.00
00008100_0020ebc7,00008100:0020ebc7,06611,Spandau,Staaken,Spielplatz,Bergstraße-Adelheid-Poninska-Straße (KS),Am Helmabogen,-,-,2690.00,gewidmet,05200524,Döberitzer Weg,1152.00
00008100_0024fc01,00008100:0024fc01,24700,Spandau,Wilhelmstadt,Spielplatz,Burgwallgraben-nördl Schulenburgbrücke,am Havelradweg,2016,-,349.00,gewidmet,05200631,Wilhelmstadt Ost,349.00
00008100_0011dec5,00008100:0011dec5,69888,Spandau,Spandau,Spielplatz,Bullengrabengrünzug I-Päwesiner Weg (KS),-,-,-,180.00,gewidmet,05200629,Borkumer Straße,180.00
00008100_0011dfc2,00008100:0011dfc2,40233,Spandau,Spandau,Spielplatz,Spektegrünzug A-(BS)-Glacisweg,Georg-Ramin-Siedlung,-,2011,918.00,gewidmet,05100316,Carl-Schurz-Straße,918.00
00008100_0011df1f,00008100:0011df1f,60116,Spandau,Spandau,Spielplatz,Spektegrünzug A-(KS)-Hohenzollernring,Spekteweg,2004,-,321.00,gewidmet,05100316,Carl-Schurz-Straße,500.00
00008100_0011df9a,00008100:0011df9a,40050,Spandau,Spandau,Spielplatz,Ziegelhof (KKS),-,-,-,65.00,gewidmet,05200629,Borkumer Straße,65.00
00008100_0011dfb0,00008100:0011dfb0,40421,Spandau,Wilhelmstadt,Spielplatz,Haveldüne (KKS) Havelfischer,Scharfe Lanke,-,2019,410.00,gewidmet,05200634,Börnicker Straße,410.00
00008100_0011e012,00008100:0011e012,00110,Spandau,Staaken,Spielplatz,Bullengrabengrünzug IV-Magistratsweg (KS),südl Astrid-Lindgren-Grundschule,-,2019,4121.00,gewidmet,05200423,Magistratsweg,4008.00
00008100_0011dfae,00008100:0011dfae,41640,Spandau,Wilhelmstadt,Spielplatz,Teltower Straße (KS),Freiheitswiesen,-,2017,784.00,gewidmet,05200632,Tiefwerder,784.00
00008100_0011dfa7,00008100:0011dfa7,40771,Spandau,Wilhelmstadt,Spielplatz,Jonny K.-Aktivpark-Egelpfuhlpark (KS),-,-,-,1442.00,gewidmet,05200527,Maulbeerallee,745.00
00008100_0011e007,00008100:0011e007,49906,Spandau,Kladow,Spielplatz,Groß-Glienicker See-Badestelle Moorloch (KS),-,-,-,435.00,gewidmet,05400943,Jägerallee,435.00
00008100_0011dfc4,00008100:0011dfc4,40231,Spandau,Spandau,Spielplatz,Spektegrünzug A-(BS)-südl KGA Tsingtau,Georg-Raminsiedlung,-,-,569.00,gewidmet,05100316,Carl-Schurz-Straße,569.00
00008100_0028dc39,00008100:0028dc39,01625,Spandau,Hakenfelde,Spielplatz,Goltzstraße Pepita-Höfe,-,2019,-,1401.00,-,05100102,Am Forstacker,470.53
00008100_0011dfb5,00008100:0011dfb5,40461,Spandau,Siemensstadt,Spielplatz,Wilhelm-von-Siemens-Park (KKS)-Quellweg,Drachenspielplatz ,-,-,528.00,gewidmet,05300839,Rohrdamm,528.00
00008100_0011dfc6,00008100:0011dfc6,40040,Spandau,Spandau,Spielplatz,Wröhmännerpark II (BS),-,-,-,409.00,gewidmet,05100314,Kurstraße,452.00
00008100_000a3268,00008100:000a3268,00925,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Helgolandstr. 15 - Spielplatz,Spielplatz Helgolandstr.,-,-,1670.00,gewidmet,04400833,Schlangenbader Straße,1350.00
00008100_0011e0ec,00008100:0011e0ec,00027,Spandau,Spandau,Spielplatz,Koeltzepark (KS),Am Koeltzepark 4,1989,2015,5043.00,gewidmet,05100312,Eckschanze,4431.00
00008100_0011dfb4,00008100:0011dfb4,41600,Spandau,Haselhorst,Spielplatz,Grützmachergraben (KS),südl KGA Haselbusch,2001,-,1681.00,gewidmet,05300736,Zitadellenweg,1681.00
00008100_0011de6e,00008100:0011de6e,34567,Spandau,Spandau,Spielplatz,Münsinger Park (KS),-,-,2011,1168.00,gewidmet,05100316,Carl-Schurz-Straße,887.00
00008100_0011deb8,00008100:0011deb8,61081,Spandau,Falkenhagener Feld,Spielplatz,Wasserwerkstraße zw Falkenseer Chaussee / Pionierstr.,Ballspielplatz,-,-,272.00,gewidmet,05100208,Im Spektefeld,168.00
00008100_0011de72,00008100:0011de72,70201,Spandau,Falkenhagener Feld,Spielplatz,Spektegrünzug B-(KS) an der Bötzowbahn,Spekteweg-ggü Kita Haus-Nr 63,2009,-,1490.00,gewidmet,05100211,An der Kappe,1490.00
00008100_0011e020,00008100:0011e020,40930,Spandau,Gatow,Spielplatz,Waldschluchtpfad (KS),Breitehornweg,-,-,985.00,gewidmet,05400942,Alt-Gatow,985.00
00008100_0011dfb6,00008100:0011dfb6,40171,Spandau,Spandau,Spielplatz,Wröhmännerpark II (KKS),-,-,-,311.00,gewidmet,05100314,Kurstraße,249.00
00008100_0011df49,00008100:0011df49,49902,Spandau,Falkenhagener Feld,Spielplatz,"Spektegrünzug C-Teil 2-(BS) ""Wilde Kerle""",nordwestl. Spektelake Richtung Falkenseer Ch,-,2019,680.00,gewidmet,05100208,Im Spektefeld,680.00
00008100_0011df98,00008100:0011df98,49905,Spandau,Staaken,Spielplatz,Anschützweg-Mareyzeile (KS),-,-,2020,2390.00,gewidmet,05200528,Weinmeisterhornweg,2390.00
00008100_0011e2ea,00008100:0011e2ea,00709,Spandau,Staaken,Spielplatz,Richard-Münch-Straße (BS)-Blauer Platz,Wohnpark Staaken II,1998,2022,1236.00,gewidmet,05200525,Pillnitzer Weg,1236.00
00008100_002abfb6,00008100:002abfb6,40402,Spandau,Wilhelmstadt,Spielplatz,Südpark-(KS) Baumertweg1,Südpark-Zugang von Grimnitzstr.,2020,-,1505.00,gewidmet,05200630,Wilhelmstadt West,759.04
00008100_0011e267,00008100:0011e267,60033,Spandau,Kladow,Spielplatz,Imchenallee (BS),Ecke Sibeliusweg,2000,2018,601.00,gewidmet,05400944,Kladower Damm,500.00
00008100_000a3181,00008100:000a3181,00946,Charlottenburg-Wilmersdorf,Westend,Spielplatz,Fürstenplatz - Spielplatz,Spielplatz Fürstenplatz,-,-,1278.00,gewidmet,04200310,Fürstenplatz,1252.00
00008100_00238786,00008100:00238786,12227,Spandau,Falkenhagener Feld,Spielplatz,Spektegrünzug C-Teil 1-JugendHotSpot,nördl Großer Spektesee ,-,2013,4778.00,gewidmet,05100208,Im Spektefeld,4778.00
00008100_0011e2e9,00008100:0011e2e9,00710,Spandau,Staaken,Spielplatz,Pfarrer-Theile-Straße (KS),Wohnpark Staaken I,1998,-,2049.00,gewidmet,05200525,Pillnitzer Weg,2049.00
00008100_0011dfaf,00008100:0011dfaf,40281,Spandau,Spandau,Spielplatz,Stresowpark (KS),Obermeierweg,-,-,1424.00,gewidmet,05100317,Freiheit,1424.00
00008100_0011dfc1,00008100:0011dfc1,402322,Spandau,Spandau,Spielplatz,Spektegrünzug A-(KS)-Jenneweg 2,Georg-Ramin-Park an der Gartenarbeitsschule,2020,-,1720.00,gewidmet,05100316,Carl-Schurz-Straße,1720.00
00008100_0011de74,00008100:0011de74,70181,Spandau,Hakenfelde,Spielplatz,Maselakepark 2 (KS) ,Wasserstadt,2009,-,160.00,gewidmet,05100104,Maselake,160.00
00008100_0011dfb3,00008100:0011dfb3,41730,Spandau,Haselhorst,Spielplatz,Romy-Schneider-Str. (KS),östlicher Abzugsgraben,2001,2020,463.00,gewidmet,05300736,Zitadellenweg,463.00
00008100_0011dfb1,00008100:0011dfb1,40491,Spandau,Staaken,Spielplatz,Heidelake-Ungewitterweg (KS), ,-,-,1224.00,gewidmet,05200419,Am Heideberg,1224.00
00008100_0011df68,00008100:0011df68,49900,Spandau,Falkenhagener Feld,Spielplatz,Westerwaldstraße (KS),neben Stadtbücherei,-,2018,3572.00,gewidmet,05100209,Westerwaldstraße,3572.00
00008100_002336fb,00008100:002336fb,12225,Spandau,Falkenhagener Feld,Spielplatz,Spektegrünzug C-Teil 1-Beachvolleyball (BS),östlich Großer Spektesee Am Kletterfelsen,-,-,3069.00,gewidmet,05100208,Im Spektefeld,3069.00
00008100_0011de71,00008100:0011de71,12222,Spandau,Falkenhagener Feld,Spielplatz,Spektegrünzug B-(KS) Zeppelinstraße,Spekteweg Jugendspielplatz ,2009,-,1065.00,gewidmet,05100211,An der Kappe,1065.41
00008100_0011df24,00008100:0011df24,60113,Spandau,Hakenfelde,Spielplatz,Hohenzollernpark (KS),Streitstraße Ecke Havelschanze,2003,-,1553.00,gewidmet,05100313,Eiswerder,1553.00
00008100_0011e2bb,00008100:0011e2bb,50012,Spandau,Hakenfelde,Spielplatz,An der Havelspitze (KS),Quartier Havelspitze,2000,-,1225.00,gewidmet,05100104,Maselake,1225.00
00008100_0011e023,00008100:0011e023,40921,Spandau,Kladow,Spielplatz,Runeberg (KS),Räuberspielplatz mi Zauberwald,-,2011,2367.00,gewidmet,05400944,Kladower Damm,2367.00
00008100_0011de93,00008100:0011de93,61861,Spandau,Haselhorst,Spielplatz,Haveleckpark (KS),zw  Glindowseestr. und Plauer-See-Str.,2007,2018,1530.00,gewidmet,05300735,Haveleck,1530.00
00008100_00290971,00008100:00290971,30531,Spandau,Gatow,Spielplatz,Kleine Badewiese  Alt-Gatow (KSuKKS),Dorf-Land-Fluss,-,2017,739.00,gewidmet,05400942,Alt-Gatow,739.00
00008100_000a3192,00008100:000a3192,00483,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Schlosspark - nördlicher Spielplatz,-,-,-,1100.00,gewidmet,04300412,Schlossgarten,540.00
00008100_0011e109,00008100:0011e109,00562,Spandau,Hakenfelde,Spielplatz,Aalemannufer-2 (KS),Anlegestelle ,-,2011,548.00,gewidmet,05100101,Hakenfelde Nord,548.00
00008100_0011dfa4,00008100:0011dfa4,40462,Spandau,Siemensstadt,Spielplatz,Wilhelm-von-Siemens-Park (KS)-Dihlmannstr,-,-,-,1078.50,gewidmet,05300839,Rohrdamm,1078.00
00008100_0011e03d,00008100:0011e03d,32400,Spandau,Spandau,Spielplatz,Spandauer Burgwall ( KKS),-,-,2015,161.00,gewidmet,05200629,Borkumer Straße,161.00
00008100_0011dfb7,00008100:0011dfb7,40131,Spandau,Spandau,Spielplatz,"Fehrbelliner Tor ""Dschungeldorf"" (KS)",Grüngürtel,-,-,5217.00,gewidmet,05100312,Eckschanze,5217.00
00008100_0011df63,00008100:0011df63,40234,Spandau,Spandau,Spielplatz,Spektegrünzug A-(KS)-Neuhausweg,Georg-Ramin-Siedlung,-,2011,555.00,gewidmet,05100316,Carl-Schurz-Straße,555.00
00008100_0011df93,00008100:0011df93,41620,Spandau,Staaken,Spielplatz,Cosmarweg (KS), ,-,2017,7571.00,gewidmet,05200525,Pillnitzer Weg,7571.00
00008100_0011e2a5,00008100:0011e2a5,50043,Spandau,Gatow,Spielplatz,Windmühlenberg (KS),-,-,-,1051.00,gewidmet,05400942,Alt-Gatow,1051.00
00008100_0011df86,00008100:0011df86,40251,Spandau,Falkenhagener Feld,Spielplatz,Wasserwerkstraße (KS),zw. Falkenseer Ch. und Pionierstr.,-,-,5600.00,gewidmet,05100208,Im Spektefeld,5600.00
00008100_0011e2dd,00008100:0011e2dd,00736,Spandau,Haselhorst,Spielplatz,Goldbeckweg (BS) Bolzplatz ,Quartier Pulvermühle,1999,-,725.00,gewidmet,05300736,Zitadellenweg,725.00
00008100_0011e2d6,00008100:0011e2d6,00745,Spandau,Haselhorst,Spielplatz,Grützmacherpark  West (KS),Goldbeckweg,1999,-,1038.00,gewidmet,05300736,Zitadellenweg,1038.00
00008100_0011e2e0,00008100:0011e2e0,00733,Spandau,Hakenfelde,Spielplatz,Poelzigpark (KS),Hugo-Cassirer-Straße,2002,-,2074.00,gewidmet,05100104,Maselake,2074.00
00008100_0011de70,00008100:0011de70,70221,Spandau,Falkenhagener Feld,Spielplatz,Schulzenstraße (KS),Schulzenstr Ecke An der Kappe,2009,-,2456.00,gewidmet,05100211,An der Kappe,2456.00
00008100_0011dfc3,00008100:0011dfc3,40372,Spandau,Wilhelmstadt,Spielplatz,Grimnitzseepark-Genfenbergstr. (KS),Birkenwäldchen,-,2021,1123.00,gewidmet,05200631,Wilhelmstadt Ost,1123.00
00008100_0011e2be,00008100:0011e2be,50011,Spandau,Kladow,Spielplatz,Groß-Glienicker See-Verlängerte Uferpromenade (BS),ggü. Badestelle Moorloch,2000,-,658.00,gewidmet,05400943,Jägerallee,658.00
00008100_0011df8f,00008100:0011df8f,41595,Spandau,Spandau,Spielplatz,Spandauer Burgwall (KS),-,-,2015,2507.00,gewidmet,05200629,Borkumer Straße,2507.00
00008100_0011df23,00008100:0011df23,60114,Spandau,Kladow,Spielplatz,Landstadt Gatow (KS),Am Flugplatz Gatow,-,2020,2035.00,gewidmet,05400943,Jägerallee,2035.00
00008100_0011e021,00008100:0011e021,00111,Spandau,Wilhelmstadt,Spielplatz,Földerichplatz (BS) Bolzplatz,Weverstr,-,2011,980.00,gewidmet,05200630,Wilhelmstadt West,980.00
00008100_0011e113,00008100:0011e113,00493,Spandau,Wilhelmstadt,Spielplatz,Jonny K.-Aktivpark-Egelpfuhlpark (BS), ,-,-,640.00,gewidmet,05200527,Maulbeerallee,640.00
00008100_0024d6c9,00008100:0024d6c9,24680,Spandau,Spandau,Spielplatz,Lindenufer I,-,-,-,608.00,gewidmet,05100316,Carl-Schurz-Straße,608.00
00008100_0024f60c,00008100:0024f60c,24681,Spandau,Spandau,Spielplatz,Lindenufer II,-,-,-,182.00,gewidmet,05100316,Carl-Schurz-Straße,182.00
00008100_0011dfab,00008100:0011dfab,41590,Spandau,Spandau,Spielplatz,Bullengrabengrünzug I-Elsflether Weg (KS),-,-,-,3032.00,gewidmet,05200629,Borkumer Straße,3032.00
00008100_0011e008,00008100:0011e008,00031,Spandau,Spandau,Spielplatz,Koeltzepark (KKS),westl Kurstr.,1991,-,128.00,gewidmet,05100314,Kurstraße,128.00
00008100_0011dfc0,00008100:0011dfc0,40132,Spandau,Spandau,Spielplatz,Falkenhagener Tor (KS)-Barrierefrei,zw Hohenzollernring-Askanierring,-,2011,6145.00,gewidmet,05100315,Ackerstraße,6145.00
00008100_000a3291,00008100:000a3291,00907,Charlottenburg-Wilmersdorf,Grunewald,Spielplatz,Friedenthalpark - Spielplatz,Spielplatz Halenseepark,-,2003,1066.00,gewidmet,04400726,Bismarckallee,996.00
00008100_000a3348,00008100:000a3348,00964,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Spreebogen - Heisenbergstr. 15 - Spielplatz,Spielplatz Heisenbergstr.,-,-,2041.00,gewidmet,04300620,Spreestadt,1870.00
00008100_0016d088,00008100:0016d088,77846,Pankow,Prenzlauer Berg,Spielplatz,Hausburgpark - Spielplatz 2,Otto-Ostrowski-Str. ggü. 23,2005,-,510.00,gewidmet,03601453,Alter Schlachthof,510.00
00008100_0011dfad,00008100:0011dfad,40401,Spandau,Wilhelmstadt,Spielplatz,Südpark (KS)-Parkbrücke,zw Graetschelsteig und Parkbrücke,-,2019,1835.00,gewidmet,05200633,Graetschelsteig,1796.00
00008100_0011dfa8,00008100:0011dfa8,40351,Spandau,Wilhelmstadt,Spielplatz,"Földerichplatz (KS) ""Ritterburg""",-,-,-,1249.00,gewidmet,05200630,Wilhelmstadt West,1249.00
00008100_000a31c9,00008100:000a31c9,00485,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Sömmeringstr. 001 - Spielplatz,Murmeltier-Spielplatz Österreichpark,-,-,1170.00,gewidmet,04300518,Kaiserin-Augusta-Allee,1169.88
00008100_000a31aa,00008100:000a31aa,00482,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Mierendorffplatz - Spielplatz,-,-,-,908.00,gewidmet,04300517,Tegeler Weg,907.98
00008100_000a31b5,00008100:000a31b5,00546,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Sömmeringanlage - Bonhoefferufer - Ballspielplatz,Ballspielplatz Bonhoefferufer,-,-,539.00,gewidmet,04300518,Kaiserin-Augusta-Allee,539.00
00008100_000a325a,00008100:000a325a,00898,Charlottenburg-Wilmersdorf,Schmargendorf,Spielplatz,Messelpark - Spielplatz 2,Spielplatz Messelpark 2 (Süd),-,-,1515.00,gewidmet,04400831,Messelpark,1047.00
00008100_000a3250,00008100:000a3250,00013.1,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Volkspark Wilmersdorf - Schrammstr. - Spielplatz,Spielplatz Volkspark-Schrammstr.,-,-,561.00,gewidmet,04501150,Wilhelmsaue,560.82
00008100_000a3271,00008100:000a3271,00904,Charlottenburg-Wilmersdorf,Schmargendorf,Spielplatz,Forckenbeckstr. 39 - Spielplatz,Spielplatz Forckenbeckstr.,-,2005,3360.00,gewidmet,04400830,Forckenbeckstraße,2455.85
00008100_000a328f,00008100:000a328f,00932,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Gerhart-Hauptmann-Park - Spielplatz,Spielplatz Gerhard-Hauptmann-Park,-,-,2272.00,gewidmet,04501045,Schaperstraße,1780.00
00008100_000a326a,00008100:000a326a,01217,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Mannheimer Str. 19c - Spielplatz,Spielplatz Ecke Mannheimer Str.,-,-,1181.00,gewidmet,04501146,Barstraße,816.65
00008100_000a329a,00008100:000a329a,00911,Charlottenburg-Wilmersdorf,Grunewald,Spielplatz,Delbrückstr. 4b - Spielplatz,Spielplatz Delbrückstr./Bismarckallee,-,-,1534.00,gewidmet,04400726,Bismarckallee,793.74
00008100_000a3180,00008100:000a3180,00927,Charlottenburg-Wilmersdorf,Westend,Spielplatz,Brixplatz - Spielplatz,Spielplatz,-,-,728.00,gewidmet,04200309,Neu Westend,721.14
00008100_000a2fb6,00008100:000a2fb6,00478,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Sömmeringstr. - neben 29 - Spielplatz,Spielplatz neben der Sporthalle,-,-,2358.00,gewidmet,04300518,Kaiserin-Augusta-Allee,2357.06
00008100_000a31c3,00008100:000a31c3,00542,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Spielplatz,Klausingring - Spielplatz,-,-,-,2229.00,gewidmet,04100102,Paul-Hertz-Siedlung,1878.00
00008100_000a3286,00008100:000a3286,00856,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Ludwig-Barnay-Platz - Spielplatz,Spielplatz Ludwig-Barnay-Platz,-,2023,731.00,gewidmet,04400835,Rüdesheimer Platz,731.00
00008100_000a318f,00008100:000a318f,00537,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Spreebogen - Clara-von-Simson-Str. 7 - Spielplatz,Spielplatz  Clara-von-Simson-Str.,-,-,968.00,gewidmet,04300620,Spreestadt,968.00
00008100_000a318c,00008100:000a318c,00490,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Klausenerplatz - Spielplatz,-,1989,-,3353.00,gewidmet,04300413,Klausenerplatz,3351.75
00008100_000a3297,00008100:000a3297,00013.6,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Volkspark Wilmersdorf - Babelsberger Str - Spielplatz,Ballspielplatz Babelsberger Str.,-,-,291.00,gewidmet,04501153,Babelsberger Straße,291.00
00008100_000a31a0,00008100:000a31a0,00496,Charlottenburg-Wilmersdorf,Westend,Spielplatz,Murellenweg - Spielplatz,Spielplatz,-,-,736.00,gewidmet,04200203,Olympiagelände,735.47
00008100_000a317d,00008100:000a317d,00512,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Spielplatz,Charlottenburg Nord - Halemweg - Spielplatz,Spielplatz U-Bhf Halemweg,-,2021,1884.50,gewidmet,04100101,Jungfernheide/Plötzensee,1245.59
00008100_000a317f,00008100:000a317f,01218,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Cauerstr. 19b - Spielplatz,Spielplatz Cauerstr.,-,-,2407.00,gewidmet,04300622,Ernst-Reuter-Platz,2138.19
00008100_000a3195,00008100:000a3195,00515,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Lietzenseepark / Nord - Großer Spielplatz,Altes Fischerdorf - Spielplatz - Wundtstr. 39,-,2023,3731.00,gewidmet,04300415,Lietzensee,2910.00
00008100_000a316f,00008100:000a316f,00535,Charlottenburg-Wilmersdorf,Westend,Spielplatz,Ortelsburgpark - Spielplatz,Lyckallee bis Tannenbergallee,-,-,5442.00,gewidmet,04200206,Kranzallee,5360.00
00008100_000a324f,00008100:000a324f,00013.7,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Volkspark Wilmersdorf - Ball Kufsteiner - Spielplatz,Ballspielplatz Volkspark-Kufsteiner Str.,-,-,516.00,gewidmet,04501153,Babelsberger Straße,515.94
00008100_000a3155,00008100:000a3155,00507,Charlottenburg-Wilmersdorf,Westend,Spielplatz,Heilsberger Allee 2 - Spielplatz,-,-,-,1177.00,gewidmet,04200205,Flatowallee,1125.00
00008100_000a3185,00008100:000a3185,01216,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Charlottenburger Ufer 7 - Spielplatz,-,-,-,357.00,gewidmet,04300619,Alt-Lietzow,229.97
00008100_000a31cb,00008100:000a31cb,00480,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Spielplatz,Charlottenburg Nord - Schneppenhorstweg- Spielplatz,Spielplatz Schneppenhorstweg,-,2022,555.30,gewidmet,04100101,Jungfernheide/Plötzensee,455.39
00008100_000a3158,00008100:000a3158,00493,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Wundtstraße - Spielstraße,Spielstraße Wundtstraße,-,-,1839.00,-,04300415,Lietzensee,1838.58
00008100_000a3186,00008100:000a3186,00584,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Richard-Wagner-Str. 36 - Spielplatz,-,-,-,3395.00,gewidmet,04300621,Richard-Wagner-Straße,2990.00
00008100_000a31c2,00008100:000a31c2,00547,Charlottenburg-Wilmersdorf,Westend,Spielplatz,Ruhwaldpark - Ballspielplatz,Ballspielplatz,-,-,427.00,gewidmet,04200308,Branitzer Platz,427.00
00008100_000a3190,00008100:000a3190,00536,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Hebbelstraße 6 - Spielplatz,Spielplatz Hebbelstr.,-,-,2712.00,gewidmet,04300414,Schloßstraße,1953.00
00008100_000a3243,00008100:000a3243,00866,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Preußenpark / Brandenburgische Str. - Spielplatz,Spielplatz Preußenpark,-,-,3368.00,gewidmet,04501043,Preußenpark,2366.00
00008100_000a3336,00008100:000a3336,00844,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Danckelmannstr. 16 - Spielplatz,Spielplatz Block 128,-,-,1717.00,gewidmet,04300413,Klausenerplatz,1716.36
00008100_000a3151,00008100:000a3151,00491,Charlottenburg-Wilmersdorf,Charlottenburg,Spielplatz,Schustehruspark - Spielplatz,-,-,-,1810.00,gewidmet,04300414,Schloßstraße,1875.26
00008100_000a3277,00008100:000a3277,01145,Charlottenburg-Wilmersdorf,Schmargendorf,Spielplatz,Flinsberger Platz - Spielplatz,Spielplatz Flinsberger Platz,-,-,1133.00,gewidmet,04400727,Flinsberger Platz,1133.24
00008100_000a323a,00008100:000a323a,00013.5,Charlottenburg-Wilmersdorf,Wilmersdorf,Spielplatz,Volkspark Wilmersdorf - Kufsteiner Str. - Spielplatz,Spielplatz Volkspark-Kufsteiner Str.,-,2023,7042.00,gewidmet,04501153,Babelsberger Straße,7038.92
